system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo
00000000000000000000,307.74779608402457,-0.018909099713589693,0.389384040067348,-0.4603693108740736,Z1,"{""type"":""Polygon"",""coordinates"":[[[78.89499980319687,20.999998146439335],[78.94000107382202,20.999998179744427],[78.94000107382202,21.149997884412073],[78.89499980319687,21.149997882613686],[78.8499985651889,21.149997847210482],[78.8499985651889,20.999998151078863],[78.89499980319687,20.999998146439335]]]}"
00000000000000000001,308.4150106162623,0.012455773757998206,0.33609467945828875,-0.4190325927015386,Z2,"{""type"":""Polygon"",""coordinates"":[[[78.98500002390028,20.99999819540813],[79.02999904725039,20.999998179043775],[79.02999904725039,21.14999787361377],[78.98500002390028,21.149997885893825],[78.94000107382202,21.149997884412073],[78.94000107382202,20.999998179744427],[78.98500002390028,20.99999819540813]]]}"
00000000000000000002,307.73095569619045,0.021078851878748663,0.3114115065174459,-0.3798987395596802,Z3,"{""type"":""Polygon"",""coordinates"":[[[79.0750003605514,20.999998191851425],[79.12000160989884,20.99999817814699],[79.12000160989884,21.149997847685285],[79.0750003605514,21.149997909640067],[79.02999904725039,21.14999787361377],[79.02999904725039,20.999998179043775],[79.0750003605514,20.999998191851425]]]}"
00000000000000000003,308.67030573797433,-0.010381720776556101,0.3589657934536233,-0.4105595621879049,Z4,"{""type"":""Polygon"",""coordinates"":[[[79.16500061774585,20.999998185882564],[79.20999960002473,20.99999818644176],[79.20999960002473,21.149997902727343],[79.16500061774585,21.149997914482338],[79.12000160989884,21.149997847685285],[79.12000160989884,20.99999817814699],[79.16500061774585,20.999998185882564]]]}"
00000000000000000004,307.3383863826475,-0.08281540447161424,0.46628357717962865,-0.4906925704714853,Z5,"{""type"":""Polygon"",""coordinates"":[[[79.25500085419186,20.999998153858016],[79.30000211559067,20.99999822014833],[79.30000211559067,21.149997879031144],[79.25500085419186,21.14999787709769],[79.20999960002473,21.149997902727343],[79.20999960002473,20.99999818644176],[79.25500085419186,20.999998153858016]]]}"
00000000000000000005,307.31876534904063,-0.05494869122822906,0.44672077637397795,-0.4911425081715486,Z6,"{""type"":""Polygon"",""coordinates"":[[[78.89499980319687,21.149997882613686],[78.94000107382202,21.149997884412073],[78.94000107382202,21.300001998524497],[78.89499980319687,21.30000205141077],[78.8499985651889,21.300001999227792],[78.8499985651889,21.149997847210482],[78.89499980319687,21.149997882613686]]]}"
00000000000000000006,307.65289316965175,-0.019524055288872053,0.40809902612513166,-0.4703775230920176,Z7,"{""type"":""Polygon"",""coordinates"":[[[78.98500002390028,21.149997885893825],[79.02999904725039,21.14999787361377],[79.02999904725039,21.300002021327273],[78.98500002390028,21.300002052491607],[78.94000107382202,21.300001998524497],[78.94000107382202,21.149997884412073],[78.98500002390028,21.149997885893825]]]}"
00000000000000000007,306.2355000146497,-0.014510076659666553,0.363669203577573,-0.40598322896877714,Z8,"{""type"":""Polygon"",""coordinates"":[[[79.0750003605514,21.149997909640067],[79.12000160989884,21.149997847685285],[79.12000160989884,21.30000201448505],[79.0750003605514,21.300002057700553],[79.02999904725039,21.300002021327273],[79.02999904725039,21.14999787361377],[79.0750003605514,21.149997909640067]]]}"
00000000000000000008,306.65822241167336,-0.015388557854522209,0.39524668551655895,-0.4283557413734871,Z9,"{""type"":""Polygon"",""coordinates"":[[[79.16500061774585,21.149997914482338],[79.20999960002473,21.149997902727343],[79.20999960002473,21.300002071033134],[79.16500061774585,21.30000202789523],[79.12000160989884,21.30000201448505],[79.12000160989884,21.149997847685285],[79.16500061774585,21.149997914482338]]]}"
00000000000000000009,305.21489993597646,-0.1101435705873637,0.5118831713942117,-0.5125254767054344,Z10,"{""type"":""Polygon"",""coordinates"":[[[79.25500085419186,21.14999787709769],[79.30000211559067,21.149997879031144],[79.30000211559067,21.30000203487277],[79.25500085419186,21.300002029877973],[79.20999960002473,21.300002071033134],[79.20999960002473,21.149997902727343],[79.25500085419186,21.14999787709769]]]}"
