system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city
3,306.8629183945837,0.0620801536598883,0.2764981270187864,-0.3831895639726036,Z4,"{""type"":""Polygon"",""coordinates"":[[[75.8799987245313,26.750000063605174],[75.91999905286957,26.750000112286052],[75.91999905286957,26.925001965444704],[75.8799987245313,26.925001972130218],[75.83999831919462,26.92500197632252],[75.83999831919462,26.75000007748974],[75.8799987245313,26.750000063605174]]]}",jaipur_features
4,307.5472850545038,0.0744962261916434,0.2703117421136691,-0.3965606459997908,Z5,"{""type"":""Polygon"",""coordinates"":[[[75.95999941345487,26.75000006712375],[75.99999973816823,26.750000105897836],[75.99999973816823,26.92500191752381],[75.95999941345487,26.925001975996636],[75.91999905286957,26.925001965444704],[75.91999905286957,26.750000112286052],[75.95999941345487,26.75000006712375]]]}",jaipur_features
5,306.7616167491324,0.0595028036911311,0.2998101737385997,-0.4244839772607647,Z6,"{""type"":""Polygon"",""coordinates"":[[[75.64000097463702,26.925001993241022],[75.6800012791375,26.925001905275103],[75.6800012791375,27.09999938872015],[75.64000097463702,27.099999417013805],[75.60000055547691,27.099999409163363],[75.60000055547691,26.925001934441703],[75.64000097463702,26.925001993241022]]]}",jaipur_features
6,306.17604915783573,0.0540204662634086,0.2837070668474338,-0.392266929858039,Z7,"{""type"":""Polygon"",""coordinates"":[[[75.72000166787484,26.925001963559996],[75.76000207327802,26.925001994084802],[75.76000207327802,27.09999940169848],[75.72000166787484,27.09999935374241],[75.6800012791375,27.09999938872015],[75.6800012791375,26.925001905275103],[75.72000166787484,26.925001963559996]]]}",jaipur_features
7,305.6651760194528,0.0498850695645371,0.2953691749154571,-0.3917479657326311,Z8,"{""type"":""Polygon"",""coordinates"":[[[75.80000021058267,26.92500194801138],[75.83999831919462,26.92500197632252],[75.83999831919462,27.099999397257065],[75.80000021058267,27.099999394787204],[75.76000207327802,27.09999940169848],[75.76000207327802,26.925001994084802],[75.80000021058267,26.92500194801138]]]}",jaipur_features
8,305.478466108152,0.0414821091932356,0.3367429363901861,-0.4308703440947052,Z9,"{""type"":""Polygon"",""coordinates"":[[[75.8799987245313,26.925001972130218],[75.91999905286957,26.925001965444704],[75.91999905286957,27.09999940610134],[75.8799987245313,27.09999939144116],[75.83999831919462,27.099999397257065],[75.83999831919462,26.92500197632252],[75.8799987245313,26.925001972130218]]]}",jaipur_features
9,306.23263066498623,0.0636174465045508,0.3005997482265508,-0.421053504617674,Z10,"{""type"":""Polygon"",""coordinates"":[[[75.95999941345487,26.925001975996636],[75.99999973816823,26.92500191752381],[75.99999973816823,27.099999382219767],[75.95999941345487,27.09999937315752],[75.91999905286957,27.09999940610134],[75.91999905286957,26.925001965444704],[75.95999941345487,26.925001975996636]]]}",jaipur_features
0,,-0.0383657176108065,0.3460563011900119,-0.4048056505472539,Z1,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,26.30000096105001],[80.26000200905669,26.42499845339686],[80.20000032259412,26.42499849824685],[80.20000032259412,26.300000987555936],[80.26000200905669,26.30000096105001]]]}",kanpur_features
1,,-0.0228354501176471,0.3163220085962704,-0.3748725858612037,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.300000995971626],[80.31999916095003,26.42499845774166],[80.26000200905669,26.42499845339686],[80.26000200905669,26.30000096105001],[80.31999916095003,26.300000995971626]]]}",kanpur_features
2,,-0.0183450560980285,0.3094675422450516,-0.3630110586568988,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.300000925250615],[80.38000085238967,26.42499852504799],[80.31999916095003,26.42499845774166],[80.31999916095003,26.300000995971626],[80.38000085238967,26.300000925250615]]]}",kanpur_features
3,,-0.027929027733828,0.3395213639538591,-0.3812431502643217,Z4,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.300000960385034],[80.43999805042311,26.42499850779653],[80.38000085238967,26.42499852504799],[80.38000085238967,26.300000925250615],[80.43999805042311,26.300000960385034]]]}",kanpur_features
4,,-0.0396552515790009,0.3546747334238757,-0.3909399589330579,Z5,"{""type"":""Polygon"",""coordinates"":[[[80.49999972911418,26.300001008625983],[80.49999972911418,26.42499849395884],[80.43999805042311,26.42499850779653],[80.43999805042311,26.300000960385034],[80.49999972911418,26.300001008625983]]]}",kanpur_features
5,,-0.0054966919369227,0.2906766080513591,-0.3420629774948486,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,26.42499845339686],[80.26000200905669,26.55000049531221],[80.20000032259412,26.550000475409632],[80.20000032259412,26.42499849824685],[80.26000200905669,26.42499845339686]]]}",kanpur_features
6,,-0.0363492375131021,0.2939175039658609,-0.324395507376565,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.42499845774166],[80.31999916095003,26.55000046314648],[80.26000200905669,26.55000049531221],[80.26000200905669,26.42499845339686],[80.31999916095003,26.42499845774166]]]}",kanpur_features
7,,-0.0139782098845812,0.2949347524434442,-0.3372218594502537,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.42499852504799],[80.38000085238967,26.550000484178604],[80.31999916095003,26.55000046314648],[80.31999916095003,26.42499845774166],[80.38000085238967,26.42499852504799]]]}",kanpur_features
8,,-0.0189028945520869,0.3173814404307591,-0.3649624533963576,Z9,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.42499850779653],[80.43999805042311,26.550000497810995],[80.38000085238967,26.550000484178604],[80.38000085238967,26.42499852504799],[80.43999805042311,26.42499850779653]]]}",kanpur_features
