system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,city_normalized,has_water_access,distance_to_pipeline,income,ndvi_n,lst_n,ndbi_n,ndwi_n,income_n,water_score,water_feasible,priority_score,cost,efficiency,selected
2,27.556786625451934,0.0236737914096035,0.2589442697705588,-0.3108739323079528,Z3,"{""type"":""Polygon"",""coordinates"":[[[77.63999920457495,12.850001054279687],[77.63999920457495,13.00000076465603],[77.55999842006972,13.000000801424106],[77.55999842006972,12.85000107433432],[77.63999920457495,12.850001054279687]]]}",bangalore_features,bangalore,1.0,300.0,0.7611116269444451,0.0,0.1742568624163527,0.0,1.0,0.7199030415527464,0.7009966777408637,True,7.3727369689418785,80.0,0.09215921211177348,True
0,27.681947069968487,0.0803531465364734,0.3286546411670372,-0.4277850165572835,Z1,"{""type"":""Polygon"",""coordinates"":[[[77.48000214678166,12.850001073044492],[77.48000214678166,13.000000740732588],[77.4000014284863,13.000000803003784],[77.4000014284863,12.850001102732485],[77.48000214678166,12.850001073044492]]]}",bangalore_features,bangalore,1.0,120.0,0.7423491897745798,0.7616637183419178,0.21068277974173552,0.7920421935323758,0.16263958363339764,0.2220029458842443,0.7024793388429752,True,7.30556195930832,135.4429535472663,0.05393829481693085,True
7,28.441164725070678,0.0351033294296963,0.2815159618888038,-0.3571865842549157,Z8,"{""type"":""Polygon"",""coordinates"":[[[77.63999920457495,13.00000076465603],[77.63999920457495,13.150000519106014],[77.55999842006972,13.150000513133332],[77.55999842006972,13.000000801424106],[77.63999920457495,13.00000076465603]]]}",bangalore_features,bangalore,0.0,1000.0,0.7598824579658536,0.2466209633322933,0.4316407640597442,0.15971734936349694,0.6682916614249741,0.6872844991697555,0.0002997002997002997,False,7.33871640852898,91.18021445544478,0.08048584281532968,False
3,28.852737980785548,0.0360499383334154,0.286440945394299,-0.3517566141971168,Z4,"{""type"":""Polygon"",""coordinates"":[[[77.71999989155216,12.85000108375014],[77.71999989155216,13.000000785778987],[77.63999920457495,13.00000076465603],[77.63999920457495,12.850001054279687],[77.71999989155216,12.85000108375014]]]}",bangalore_features,bangalore,1.0,700.0,0.7606973267848989,0.3004319124697352,0.5514224845858792,0.17294534376888,0.7071831148543155,0.7089087295022384,0.7004279600570613,False,7.346481605002449,92.1061740638216,0.07976101145957896,False
1,27.116412383929287,0.0424607505111111,0.2822783623444083,-0.3496545459612368,Z2,"{""type"":""Polygon"",""coordinates"":[[[77.55999842006972,12.85000107433432],[77.55999842006972,13.000000801424106],[77.48000214678166,13.000000740732588],[77.48000214678166,12.850001073044492],[77.55999842006972,12.85000107433432]]]}",bangalore_features,bangalore,0.0,900.0,0.7549609833455447,0.25495104039612926,0.046093082111060696,0.2625305856648137,0.7222389048551473,0.5566829860455685,0.0003329633740288568,False,7.326772245602484,98.37714099653695,0.07447636891440461,False
4,29.01360318526133,0.0478198106704569,0.3504680875890475,-0.4394491412160318,Z5,"{""type"":""Polygon"",""coordinates"":[[[77.80000068297257,12.850001120258645],[77.80000068297257,13.00000082264097],[77.71999989155216,13.000000785778987],[77.71999989155216,12.85000108375014],[77.80000068297257,12.850001120258645]]]}",bangalore_features,bangalore,0.0,400.0,0.7716665588073944,1.0,0.5982396931808098,0.33741855420960715,0.07909680970811585,1.0,0.0007481296758104738,False,7.368059963990564,103.6192987946725,0.07110702397813742,False
9,30.39406254724304,0.0592373786972824,0.3399752958837583,-0.4343120498085404,Z10,"{""type"":""Polygon"",""coordinates"":[[[77.80000068297257,13.00000082264097],[77.80000068297257,13.150000517730827],[77.71999989155216,13.150000505795262],[77.71999989155216,13.000000785778987],[77.80000068297257,13.00000082264097]]]}",bangalore_features,bangalore,0.0,1000.0,0.7605264236770298,0.8853545234957455,1.0,0.4969686338555362,0.11589055794430954,0.7043734618828105,0.0002997002997002997,False,7.308287617299985,114.78780436988754,0.06366780562985644,False
6,26.958035297784136,0.0594454840822513,0.3002904597863246,-0.3917783777857501,Z7,"{""type"":""Polygon"",""coordinates"":[[[77.55999842006972,13.000000801424106],[77.55999842006972,13.150000513133332],[77.48000214678166,13.150000506866125],[77.48000214678166,13.000000740732588],[77.55999842006972,13.000000801424106]]]}",bangalore_features,bangalore,0.0,1000.0,0.7484752990783214,0.45175333592141187,0.0,0.49987671644094533,0.4205324449243978,0.3845719331002359,0.0002997002997002997,False,7.305855686256757,114.99137015086617,0.06353394760556061,False
8,30.11824080227626,0.0602110463186273,0.3004816634646335,-0.3931958239352169,Z9,"{""type"":""Polygon"",""coordinates"":[[[77.71999989155216,13.000000785778987],[77.71999989155216,13.150000505795262],[77.63999920457495,13.150000519106014],[77.63999920457495,13.00000076465603],[77.71999989155216,13.000000785778987]]]}",bangalore_features,bangalore,0.0,1000.0,0.747996766616351,0.453842449803091,0.9197265548431804,0.5105747491131156,0.410380171463624,0.3718730839881244,0.0002997002997002997,False,7.305855686256757,115.7402324379181,0.06312287034826498,False
5,27.451443068609763,0.0952348213518209,0.3354926581721609,-0.4504925266005044,Z6,"{""type"":""Polygon"",""coordinates"":[[[77.48000214678166,13.000000740732588],[77.48000214678166,13.150000506866125],[77.4000014284863,13.150000457617661],[77.4000014284863,13.000000803003784],[77.48000214678166,13.000000740732588]]]}",bangalore_features,bangalore,0.0,1000.0,0.7339834225053736,0.8363766965383143,0.1435983288267948,1.0,0.0,0.0,0.0002997002997002997,False,7.305035925644156,150.0,0.048700239504294376,False
