system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,ndvi_n,lst_n,ndbi_n,ndwi_n,tree_category,income_score,income_n,priority_score,water_ok
0,302.9730573267439,0.0095704011647607,0.2975891982048428,-0.3273817184453246,Z1,"{""type"":""Polygon"",""coordinates"":[[[80.13999863029491,12.950000885885297],[80.13999863029491,13.074998437280817],[80.10000048653322,13.074998426767241],[80.10000048653322,12.950000862307112],[80.13999863029491,12.950000885885297]]]}",chennai_features,0.553350308247492,0.6353553133927756,0.7203460555814264,0.36203327893341775,Medium,0.6118528947223795,0.38814710527762053,0.5423117373733426,True
1,303.4880698605157,0.020640209588817,0.2664296842894216,-0.298018047412216,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.18000120232101,12.950000898316649],[80.18000120232101,13.074998387197592],[80.13999863029491,13.074998437280817],[80.13999863029491,12.950000885885297],[80.18000120232101,12.950000898316649]]]}",chennai_features,0.4955140583521542,0.6528021279990418,0.7538484148558303,0.406514400597815,Medium,0.13949386065204183,0.8605061393479582,0.6590733645322988,True
2,304.4451474383025,0.0114859717785956,0.2279508101111101,-0.2550714255175735,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.21999934834353,12.950000914789047],[80.21999934834353,13.074998375988047],[80.18000120232101,13.074998387197592],[80.18000120232101,12.950000898316649],[80.21999934834353,12.950000914789047]]]}",chennai_features,0.4240920910933301,0.6852245526363051,0.7261434580713125,0.4715714539688499,Medium,0.29214464853521815,0.7078553514647818,0.6474139544378454,True
3,305.02388241485625,-0.0207044855240102,0.275460069954301,-0.2915223219283726,Z4,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,12.950000841769016],[80.26000200905669,13.07499839965535],[80.21999934834353,13.074998375988047],[80.21999934834353,12.950000914789047],[80.26000200905669,12.950000841769016]]]}",chennai_features,0.5122756690558038,0.7048300596482362,0.6287202485227517,0.4163543540293726,Medium,0.3663618432936917,0.6336381567063083,0.601925047412055,True
4,301.85274849834093,-0.1110571837493264,-0.0005305218866603,0.0937642470005971,Z5,"{""type"":""Polygon"",""coordinates"":[[[80.30000008286758,12.950000861651985],[80.30000008286758,13.074998377330607],[80.26000200905669,13.07499839965535],[80.26000200905669,12.950000841769016],[80.30000008286758,12.950000861651985]]]}",chennai_features,0.0,0.5974031876692257,0.35527120212569074,1.0,Low,0.45606998421703593,0.5439300157829641,0.6114274803927529,True
5,304.6377028778459,0.0313064934571195,0.3016082221336542,-0.3441384571883999,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.13999863029491,13.074998437280817],[80.13999863029491,13.200000415667452],[80.10000048653322,13.200000361622186],[80.10000048653322,13.074998426767241],[80.13999863029491,13.074998437280817]]]}",chennai_features,0.5608101573617311,0.6917476541820838,0.7861295222236945,0.33664958171487747,Medium,0.7851759613930136,0.2148240386069864,0.5319131442204653,True
6,304.6215628933266,0.0106416295850027,0.2176261210037865,-0.2447996167134942,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.18000120232101,13.074998387197592],[80.18000120232101,13.200000359702084],[80.13999863029491,13.200000415667452],[80.13999863029491,13.074998437280817],[80.18000120232101,13.074998387197592]]]}",chennai_features,0.4049280790704305,0.691200888231371,0.7235880881464984,0.48713155122687,Medium,0.19967378215835974,0.8003262178416403,0.6712121000043294,True
7,304.6852338518222,-0.0085545236809364,0.2238914303966153,-0.2343891633660067,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.21999934834353,13.074998375988047],[80.21999934834353,13.200000377659006],[80.18000120232101,13.200000359702084],[80.18000120232101,13.074998387197592],[80.21999934834353,13.074998375988047]]]}",chennai_features,0.416557336211567,0.6933578365303583,0.6654916515356868,0.5029016721156716,Medium,0.5142344384136116,0.4857655615863884,0.5950589511051829,True
8,305.0217090165668,0.0043386292084533,0.2660691970169489,-0.2840566896396148,Z9,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,13.07499839965535],[80.26000200905669,13.200000381226616],[80.21999934834353,13.200000377659006],[80.21999934834353,13.074998375988047],[80.26000200905669,13.07499839965535]]]}",chennai_features,0.4948449454760223,0.7047564325527085,0.7045122943267094,0.42766355640272213,Medium,0.5924145688620425,0.40758543113795753,0.5721631992316961,True
9,307.2144856101063,0.0072014193950818,0.2258843457865066,-0.2484207491572078,Z10,"{""type"":""Polygon"",""coordinates"":[[[80.30000008286758,13.074998377330607],[80.30000008286758,13.20000037377777],[80.26000200905669,13.200000381226616],[80.26000200905669,13.07499839965535],[80.30000008286758,13.074998377330607]]]}",chennai_features,0.4202564552935554,0.7790399969162076,0.7131764212641944,0.48164613243811893,Medium,0.046450412719997725,0.9535495872800023,0.718204830042803,True
