system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,ndvi_n,lst_n,ndbi_n,ndwi_n,tree_category,income_score,income_n,priority_score,water_ok
4,308.44113447011927,-0.0400233413033535,0.3688003739923099,-0.4408114122506983,Z5,"{""type"":""Polygon"",""coordinates"":[[[76.05999917897469,22.599999431832202],[76.09999960268559,22.599999401518794],[76.09999960268559,22.799999019405806],[76.05999917897469,22.79999903053909],[76.01999881427406,22.799999049244505],[76.01999881427406,22.59999945735246],[76.05999917897469,22.599999431832202]]]}",indore_features,0.6855278309573839,0.8205945491732177,0.5702524573653693,0.19020598919082424,Medium,0.5978999788110851,0.40210002118891486,0.5464275619295952,False
5,306.9803017200744,-0.0115631757578642,0.3336923306092194,-0.4179236399975836,Z6,"{""type"":""Polygon"",""coordinates"":[[[75.74000073040688,22.79999900433854],[75.78000107475978,22.799999004473595],[75.78000107475978,22.999998662414054],[75.74000073040688,22.99999860073009],[75.70000036894523,22.99999866757256],[75.70000036894523,22.79999903181466],[75.74000073040688,22.79999900433854]]]}",indore_features,0.6203625791517112,0.7711066697732003,0.6563860790676149,0.22487719161200298,Medium,0.9218742350231168,0.07812576497688317,0.4982632393921053,False
6,306.0255055082052,-0.0251038722533934,0.3585756948259533,-0.4430515437323203,Z7,"{""type"":""Polygon"",""coordinates"":[[[75.82000151171877,22.799999050004832],[75.86000188481238,22.79999904569321],[75.86000188481238,22.999998685380476],[75.82000151171877,22.999998603860046],[75.78000107475978,22.999998662414054],[75.78000107475978,22.799999004473595],[75.82000151171877,22.799999050004832]]]}",indore_features,0.6665494508398306,0.7387615297952483,0.6154056698824799,0.18681255923222256,Medium,0.0884925020519195,0.9115074979480805,0.6406566413456287,False
7,307.48105087054824,-0.023990027966671,0.3564113319088847,-0.4435459596011569,Z8,"{""type"":""Polygon"",""coordinates"":[[[75.89999999928615,22.799999069259567],[75.93999809268459,22.799999063698277],[75.93999809268459,22.99999864211597],[75.89999999928615,22.999998627730005],[75.86000188481238,22.999998685380476],[75.86000188481238,22.79999904569321],[75.89999999928615,22.799999069259567]]]}",indore_features,0.6625321020815809,0.7880702910827235,0.6187766777662679,0.18606360068443978,Medium,0.1959828624191452,0.8040171375808548,0.6332715112588737,False
8,307.44613013917865,-0.0361290013902744,0.359334942196694,-0.4331902447476399,Z9,"{""type"":""Polygon"",""coordinates"":[[[75.97999848846472,22.799999066099595],[76.01999881427406,22.799999049244505],[76.01999881427406,22.99999861841339],[75.97999848846472,22.99999867821334],[75.93999809268459,22.99999864211597],[75.93999809268459,22.799999063698277],[75.97999848846472,22.799999066099595]]]}",indore_features,0.6679587161058335,0.7868872994346202,0.5820385307919969,0.20175080177730428,Medium,0.045227288910538066,0.9547727110894619,0.6544194516858666,False
9,308.22633641410926,-0.0527159397386018,0.3554665788654517,-0.4390293867724313,Z10,"{""type"":""Polygon"",""coordinates"":[[[76.05999917897469,22.79999903053909],[76.09999960268559,22.799999019405806],[76.09999960268559,22.99999862895455],[76.05999917897469,22.999998658140242],[76.01999881427406,22.99999861841339],[76.01999881427406,22.799999049244505],[76.05999917897469,22.79999903053909]]]}",indore_features,0.6607785133299178,0.8133179459543651,0.5318387850944621,0.19290546406297066,Medium,0.32533033076326434,0.6746696692367357,0.6005151376948354,False
0,309.2022179016516,0.1019733141772316,0.2365908789840818,-0.3751905564959364,Z1,"{""type"":""Polygon"",""coordinates"":[[[75.64000097463702,26.750000060724965],[75.6800012791375,26.750000077420548],[75.6800012791375,26.925001905275103],[75.64000097463702,26.925001993241022],[75.60000055547691,26.925001934441703],[75.60000055547691,26.75000005037915],[75.64000097463702,26.750000060724965]]]}",jaipur_features,0.4401292213196399,0.8463773809668408,1.0,0.2896107695147242,Medium,0.388677289689482,0.611322710310518,0.7228590439564493,True
1,306.7540486123327,0.0604282232882197,0.2662626151071874,-0.3708173033935006,Z2,"{""type"":""Polygon"",""coordinates"":[[[75.72000166787484,26.750000041716017],[75.76000207327802,26.750000043347313],[75.76000207327802,26.925001994084802],[75.72000166787484,26.925001963559996],[75.6800012791375,26.925001905275103],[75.6800012791375,26.750000077420548],[75.72000166787484,26.750000041716017]]]}",jaipur_features,0.49520395547315116,0.7634420096610446,0.8742653433796801,0.29623552713100837,Medium,0.2713490317738959,0.7286509682261041,0.6895457582123878,True
2,305.5692947105091,0.0410433113625126,0.25432861305304,-0.3295199036829346,Z3,"{""type"":""Polygon"",""coordinates"":[[[75.80000021058267,26.750000034649915],[75.83999831919462,26.75000007748974],[75.83999831919462,26.92500197632252],[75.80000021058267,26.92500194801138],[75.76000207327802,26.925001994084802],[75.76000207327802,26.750000043347313],[75.80000021058267,26.750000034649915]]]}",jaipur_features,0.4730528421108356,0.7233067113455137,0.8155976357772261,0.3587942807309141,Medium,0.8287375091519293,0.17126249084807066,0.5596235406662344,True
3,306.8629183945837,0.0620801536598883,0.2764981270187864,-0.3831895639726036,Z4,"{""type"":""Polygon"",""coordinates"":[[[75.8799987245313,26.750000063605174],[75.91999905286957,26.750000112286052],[75.91999905286957,26.925001965444704],[75.8799987245313,26.925001972130218],[75.83999831919462,26.92500197632252],[75.83999831919462,26.75000007748974],[75.8799987245313,26.750000063605174]]]}",jaipur_features,0.5142024426232658,0.7671301352552827,0.8792648485822879,0.2774935916467773,Medium,0.3567533266935893,0.6432466733064107,0.6703115038107885,True
4,307.5472850545038,0.0744962261916434,0.2703117421136691,-0.3965606459997908,Z5,"{""type"":""Polygon"",""coordinates"":[[[75.95999941345487,26.75000006712375],[75.99999973816823,26.750000105897836],[75.99999973816823,26.92500191752381],[75.95999941345487,26.925001975996636],[75.91999905286957,26.925001965444704],[75.91999905286957,26.750000112286052],[75.95999941345487,26.75000006712375]]]}",jaipur_features,0.5027196799494863,0.7903140724517064,0.916841625596058,0.25723860630229045,Medium,0.28093450968738076,0.7190654903126192,0.7023780953997842,False
5,306.7616167491324,0.0595028036911311,0.2998101737385997,-0.4244839772607647,Z6,"{""type"":""Polygon"",""coordinates"":[[[75.64000097463702,26.925001993241022],[75.6800012791375,26.925001905275103],[75.6800012791375,27.09999938872015],[75.64000097463702,27.099999417013805],[75.60000055547691,27.099999409163363],[75.60000055547691,26.925001934441703],[75.64000097463702,26.925001993241022]]]}",jaipur_features,0.5574727376387356,0.7636983915372123,0.8714645957394715,0.21493936198456948,Medium,0.5426960831582485,0.45730391684175153,0.6243693131234964,False
6,306.17604915783573,0.0540204662634086,0.2837070668474338,-0.392266929858039,Z7,"{""type"":""Polygon"",""coordinates"":[[[75.72000166787484,26.925001963559996],[75.76000207327802,26.925001994084802],[75.76000207327802,27.09999940169848],[75.72000166787484,27.09999935374241],[75.6800012791375,27.09999938872015],[75.6800012791375,26.925001905275103],[75.72000166787484,26.925001963559996]]]}",jaipur_features,0.5275832048053022,0.7438614195513661,0.8548725074999021,0.26374287853304457,Medium,0.14092422497476265,0.8590757750252374,0.7013621367229792,False
7,305.6651760194528,0.0498850695645371,0.2953691749154571,-0.3917479657326311,Z8,"{""type"":""Polygon"",""coordinates"":[[[75.80000021058267,26.92500194801138],[75.83999831919462,26.92500197632252],[75.83999831919462,27.099999397257065],[75.80000021058267,27.099999394787204],[75.76000207327802,27.09999940169848],[75.76000207327802,26.925001994084802],[75.80000021058267,26.92500194801138]]]}",jaipur_features,0.5492296463499123,0.726554833112757,0.8423568847681936,0.26452902364329656,Medium,0.8021969807540397,0.19780301924596033,0.556331048573307,True
8,305.478466108152,0.0414821091932356,0.3367429363901861,-0.4308703440947052,Z9,"{""type"":""Polygon"",""coordinates"":[[[75.8799987245313,26.925001972130218],[75.91999905286957,26.925001965444704],[75.91999905286957,27.09999940610134],[75.8799987245313,27.09999939144116],[75.83999831919462,27.099999397257065],[75.83999831919462,26.92500197632252],[75.8799987245313,26.925001972130218]]]}",jaipur_features,0.6260249138966968,0.7202297575194299,0.816925640925153,0.20526506888226367,Medium,0.07455064367977082,0.9254493563202292,0.6793521757254409,False
9,306.23263066498623,0.0636174465045508,0.3005997482265508,-0.421053504617674,Z10,"{""type"":""Polygon"",""coordinates"":[[[75.95999941345487,26.925001975996636],[75.99999973816823,26.92500191752381],[75.99999973816823,27.099999382219767],[75.95999941345487,27.09999937315752],[75.91999905286957,27.09999940610134],[75.91999905286957,26.925001965444704],[75.95999941345487,26.925001975996636]]]}",jaipur_features,0.5589382941143621,0.7457782021550208,0.8839174076166366,0.2201359626014219,Medium,0.9868869366005173,0.013113063399482705,0.5319596898666963,False
0,,-0.0383657176108065,0.3460563011900119,-0.4048056505472539,Z1,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,26.30000096105001],[80.26000200905669,26.42499845339686],[80.20000032259412,26.42499849824685],[80.20000032259412,26.300000987555936],[80.26000200905669,26.30000096105001]]]}",kanpur_features,0.6433117719456147,,0.575269193189703,0.24474878341925596,Medium,0.7722447692966574,0.22775523070334258,,False
1,,-0.0228354501176471,0.3163220085962704,-0.3748725858612037,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.300000995971626],[80.31999916095003,26.42499845774166],[80.26000200905669,26.42499845339686],[80.26000200905669,26.30000096105001],[80.31999916095003,26.300000995971626]]]}",kanpur_features,0.5881209245665221,,0.6222709642458972,0.2900924426159282,Medium,0.1987156815341724,0.8012843184658276,,True
2,,-0.0183450560980285,0.3094675422450516,-0.3630110586568988,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.300000925250615],[80.38000085238967,26.42499852504799],[80.31999916095003,26.42499845774166],[80.31999916095003,26.300000995971626],[80.38000085238967,26.300000925250615]]]}",kanpur_features,0.5753981128479453,,0.6358609730306899,0.30806070122042417,Medium,0.005522117123602399,0.9944778828763976,,True
3,,-0.027929027733828,0.3395213639538591,-0.3812431502643217,Z4,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.300000960385034],[80.43999805042311,26.42499850779653],[80.38000085238967,26.42499852504799],[80.38000085238967,26.300000925250615],[80.43999805042311,26.300000960385034]]]}",kanpur_features,0.6311820492526871,,0.6068554429692584,0.2804420875916378,Medium,0.8154614284548342,0.18453857154516584,,True
4,,-0.0396552515790009,0.3546747334238757,-0.3909399589330579,Z5,"{""type"":""Polygon"",""coordinates"":[[[80.49999972911418,26.300001008625983],[80.49999972911418,26.42499849395884],[80.43999805042311,26.42499850779653],[80.43999805042311,26.300000960385034],[80.49999972911418,26.300001008625983]]]}",kanpur_features,0.6593087416588389,,0.5713664670860505,0.26575302076262647,Medium,0.7068573438476171,0.2931426561523829,,True
5,,-0.0054966919369227,0.2906766080513591,-0.3420629774948486,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,26.42499845339686],[80.26000200905669,26.55000049531221],[80.20000032259412,26.550000475409632],[80.20000032259412,26.42499849824685],[80.26000200905669,26.42499845339686]]]}",kanpur_features,0.5405196109321828,,0.6747460644183882,0.33979359135375226,Medium,0.7290071680409873,0.2709928319590127,,True
6,,-0.0363492375131021,0.2939175039658609,-0.324395507376565,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.42499845774166],[80.31999916095003,26.55000046314648],[80.26000200905669,26.55000049531221],[80.26000200905669,26.42499845339686],[80.31999916095003,26.42499845774166]]]}",kanpur_features,0.5465351497658338,,0.581371994441093,0.3665568964918387,Medium,0.7712703466859457,0.22872965331405426,,True
7,,-0.0139782098845812,0.2949347524434442,-0.3372218594502537,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.42499852504799],[80.38000085238967,26.550000484178604],[80.31999916095003,26.55000046314648],[80.31999916095003,26.42499845774166],[80.38000085238967,26.42499852504799]]]}",kanpur_features,0.5484232997965068,,0.649077069022112,0.347127087240235,Medium,0.07404465173409036,0.9259553482659096,,True
8,,-0.0189028945520869,0.3173814404307591,-0.3649624533963576,Z9,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.42499850779653],[80.43999805042311,26.550000497810995],[80.38000085238967,26.550000484178604],[80.38000085238967,26.42499852504799],[80.43999805042311,26.42499850779653]]]}",kanpur_features,0.5900873725827808,,0.6341726959088989,0.3051046598343434,Medium,0.3584657285442726,0.6415342714557274,,True
9,313.73700411096377,-0.0145954032962732,0.3322199861605199,-0.3794710377982891,Z10,"{""type"":""Polygon"",""coordinates"":[[[80.49999972911418,26.42499849395884],[80.49999972911418,26.550000505234376],[80.43999805042311,26.550000497810995],[80.43999805042311,26.42499850779653],[80.49999972911418,26.42499849395884]]]}",kanpur_features,0.6176297097719725,1.0,0.6472091563511606,0.28312654588418956,Medium,0.11586905952512971,0.8841309404748703,0.7103059940276375,True
0,297.3405971737018,-0.1794740867713162,0.43753247717056,-0.4132847777481375,Z1,"{""type"":""Polygon"",""coordinates"":[[[88.25999933223706,22.44999972401687],[88.25999933223706,22.57500170540009],[88.20000214553644,22.57500174381237],[88.20000214553644,22.449999777034165],[88.25999933223706,22.44999972401687]]]}",kolkata_features,0.8131038613806967,0.44454735897732794,0.14821001572759251,0.23190430330622314,High,0.8631034258755935,0.13689657412440648,0.2936260681835209,False
1,298.43317224971133,-0.0789171210392961,0.3732662252228712,-0.3776021691381901,Z2,"{""type"":""Polygon"",""coordinates"":[[[88.32000105210311,22.449999783717576],[88.32000105210311,22.575001680691184],[88.25999933223706,22.57500170540009],[88.25999933223706,22.44999972401687],[88.32000105210311,22.449999783717576]]]}",kolkata_features,0.6938170516579133,0.4815599626414813,0.4525418943332755,0.2859575738626365,Medium,0.6232981268275579,0.3767018731724421,0.4268707765612124,True
2,299.25386144595745,-0.0200261234028703,0.2990837565944707,-0.3224871118823295,Z3,"{""type"":""Polygon"",""coordinates"":[[[88.37999820761097,22.449999772274126],[88.37999820761097,22.575001758153544],[88.32000105210311,22.575001680691184],[88.32000105210311,22.449999783717576],[88.37999820761097,22.449999772274126]]]}",kolkata_features,0.5561244096901629,0.509362028256096,0.6307732859945825,0.36944780110887937,Medium,0.3308980248526492,0.6691019751473508,0.5519947919747448,True
3,297.76685986895694,-0.1350492047274012,0.3611245325629353,-0.34490568738669,Z4,"{""type"":""Polygon"",""coordinates"":[[[88.4399998642475,22.449999784677345],[88.4399998642475,22.575001760461625],[88.37999820761097,22.575001758153544],[88.37999820761097,22.449999772274126],[88.4399998642475,22.449999784677345]]]}",kolkata_features,0.6712804365894447,0.45898764097050343,0.28266025207711093,0.335487354425372,Medium,0.06355835028602363,0.9364416497139764,0.5095014115776172,True
4,297.1804630272605,-0.228445458225872,0.3949447033514586,-0.3468879838815704,Z5,"{""type"":""Polygon"",""coordinates"":[[[88.50000159499916,22.449999777707202],[88.50000159499916,22.575001735114373],[88.4399998642475,22.575001760461625],[88.4399998642475,22.449999784677345],[88.50000159499916,22.449999777707202]]]}",kolkata_features,0.7340552235947058,0.4391225768955543,0.0,0.3324845019732973,Medium,0.3109823217156622,0.6890176782843378,0.3941191626050147,True
5,298.54721657461795,-0.1025303499848972,0.5060460551242905,-0.4922392861656369,Z6,"{""type"":""Polygon"",""coordinates"":[[[88.25999933223706,22.57500170540009],[88.25999933223706,22.69999928443452],[88.20000214553644,22.699999220216544],[88.20000214553644,22.57500174381237],[88.25999933223706,22.57500170540009]]]}",kolkata_features,0.9402742795878479,0.4854233835546979,0.3810773441387923,0.11230123695557592,High,0.32518332202674705,0.674816677973253,0.42016837553223196,False
6,298.39331321896213,-0.1004994471241652,0.4538958876180964,-0.4452856747006825,Z7,"{""type"":""Polygon"",""coordinates"":[[[88.32000105210311,22.575001680691184],[88.32000105210311,22.699999263463233],[88.25999933223706,22.69999928443452],[88.25999933223706,22.57500170540009],[88.32000105210311,22.575001680691184]]]}",kolkata_features,0.8434765526348859,0.480209678766303,0.38722379534058526,0.18342821906215787,High,0.7296061783380641,0.27039382166193593,0.3608289656283692,False
7,299.0957844475929,-0.0719196993355942,0.223072094793602,-0.239457360314504,Z8,"{""type"":""Polygon"",""coordinates"":[[[88.37999820761097,22.575001758153544],[88.37999820761097,22.699999245337448],[88.32000105210311,22.699999263463233],[88.32000105210311,22.575001680691184],[88.37999820761097,22.575001758153544]]]}",kolkata_features,0.4150365391024512,0.5040069351212102,0.47371932820850704,0.4952241891187042,Medium,0.6375574713552131,0.3624425286447869,0.4955147580979302,True
8,298.3783190993432,-0.0290153230114455,0.3324170550666447,-0.3462358765131256,Z9,"{""type"":""Polygon"",""coordinates"":[[[88.4399998642475,22.575001760461625],[88.4399998642475,22.699999234974616],[88.37999820761097,22.699999245337448],[88.37999820761097,22.575001758153544],[88.4399998642475,22.575001760461625]]]}",kolkata_features,0.6179954961745515,0.4797017306912138,0.6035678111264398,0.33347233715103575,Medium,0.8872127425763265,0.11278725742367346,0.4142721732590351,True
9,298.26516997371,-0.0782672843820573,0.4406477296205964,-0.4346835315003889,Z10,"{""type"":""Polygon"",""coordinates"":[[[88.50000159499916,22.575001735114373],[88.50000159499916,22.69999927967918],[88.4399998642475,22.699999234974616],[88.4399998642475,22.575001760461625],[88.50000159499916,22.575001735114373]]]}",kolkata_features,0.8188861890407633,0.4758686359831573,0.4545086005603842,0.19948871848213431,High,0.4722149251619493,0.5277850748380507,0.4270857354870147,False
0,,-0.0912071349015155,0.4758192509050516,-0.4720205958403159,Z1,"{""type"":""Polygon"",""coordinates"":[[[80.81999817418624,26.750000098778504],[80.81999817418624,26.8999997336134],[80.74999921962282,26.8999997790171],[80.74999921962282,26.750000113394186],[80.81999817418624,26.750000098778504]]]}",lucknow_features,0.8841692643714154,,0.41534662914650866,0.14292922019518256,High,0.1195942459383017,0.8804057540616983,,False
1,,-0.0097854745339001,0.33213696297171,-0.3647388987357044,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.89000159536415,26.750000033055173],[80.89000159536415,26.899999743379517],[80.81999817418624,26.8999997336134],[80.81999817418624,26.750000098778504],[80.89000159536415,26.750000033055173]]]}",lucknow_features,0.617475607563955,,0.6617662250291626,0.3054433082971989,Medium,0.713244787222995,0.286755212777005,,True
2,,0.0009565698722711,0.2611764748485812,-0.2965317969129004,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.75000008157383],[80.96000057984199,26.89999979293399],[80.89000159536415,26.899999743379517],[80.89000159536415,26.750000033055173],[80.96000057984199,26.75000008157383]]]}",lucknow_features,0.4857633948855259,,0.6942766188183694,0.4087658251288039,Medium,0.7607850486168974,0.23921495138310256,,True
3,284.2180033423767,0.0099696110572592,0.2813215324850609,-0.3205579920567454,Z4,"{""type"":""Polygon"",""coordinates"":[[[81.02999956757874,26.75000011534578],[81.02999956757873,26.89999975476672],[80.96000057984199,26.89999979293399],[80.96000057984199,26.75000008157383],[81.02999956757874,26.75000011534578]]]}",lucknow_features,0.5231553320891033,0.0,0.7215542493217368,0.37237009967196616,Medium,0.5612771975694962,0.43872280243050377,0.40179408829043367,True
4,300.019704011001,-0.0344853716898975,0.3865237278082231,-0.4054023467041722,Z5,"{""type"":""Polygon"",""coordinates"":[[[81.0999985185246,26.750000070661834],[81.0999985185246,26.89999974348942],[81.02999956757873,26.89999975476672],[81.02999956757874,26.75000011534578],[81.0999985185246,26.750000070661834]]]}",lucknow_features,0.71842476006427,0.5353060827668616,0.5870129143248178,0.24384488709366942,Medium,0.770967179954561,0.229032820045439,0.42777310512087796,False
5,,-0.1058838758574001,0.5268726534264742,-0.5117675987625884,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.81999817418624,26.8999997336134],[80.81999817418624,27.049999486603028],[80.74999921962282,27.049999482505406],[80.74999921962282,26.8999997790171],[80.81999817418624,26.8999997336134]]]}",lucknow_features,0.9789312479585508,,0.3709280240862026,0.08271906218097246,High,0.49379559636439074,0.5062044036356093,,False
6,,-0.0480760373103911,0.4249883654160282,-0.4473921588516877,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.89000159536415,26.899999743379517],[80.89000159536415,27.049999474082423],[80.81999817418624,27.049999486603028],[80.81999817418624,26.8999997336134],[80.89000159536415,26.899999743379517]]]}",lucknow_features,0.7898203023329067,,0.5458812754604457,0.18023724278063843,High,0.5227328293819941,0.47726717061800594,,False
7,,-0.0158909508296583,0.3465248308899878,-0.3878666466178297,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.89999979293399],[80.96000057984199,27.049999427043492],[80.89000159536415,27.049999474082423],[80.89000159536415,26.899999743379517],[80.96000057984199,26.89999979293399]]]}",lucknow_features,0.6441814261027607,,0.6432882304184034,0.27040858235273607,Medium,0.42754101835854963,0.5724589816414504,,True
8,,-0.0342491291533759,0.3832534256672218,-0.4110677619798271,Z9,"{""type"":""Polygon"",""coordinates"":[[[81.02999956757873,26.89999975476672],[81.02999956757874,27.04999948654371],[80.96000057984199,27.049999427043492],[80.96000057984199,26.89999979293399],[81.02999956757873,26.89999975476672]]]}",lucknow_features,0.7123546393180475,,0.5877278934853644,0.23526271676927105,Medium,0.02541912674409519,0.9745808732559048,,False
9,295.3472443500696,-0.0661101537307742,0.4046643011296399,-0.4181272291069308,Z10,"{""type"":""Polygon"",""coordinates"":[[[81.0999985185246,26.89999974348942],[81.0999985185246,27.0499995001678],[81.02999956757874,27.04999948654371],[81.02999956757873,26.89999975476672],[81.0999985185246,26.89999974348942]]]}",lucknow_features,0.7520961047043065,0.3770195710532391,0.4913016997020143,0.22456878766849714,High,0.10789142699330445,0.8921085730066955,0.4982861521418094,False
0,305.7035079599092,0.0496646610074023,0.2514766209689857,-0.3100921668863737,Z1,"{""type"":""Polygon"",""coordinates"":[[[73.76400143465389,18.379999871170828],[73.76400143465389,18.449998826992502],[73.74999982887877,18.449998844662662],[73.74999982887877,18.379999825031273],[73.76400143465389,18.379999871170828]]]}",mumbai_features,0.46775916110796045,0.7278533845358514,0.8416898265513382,0.3882240997456187,Medium,0.03142918568673425,0.9685708143132657,0.7227808246723667,True
1,306.1156221744711,0.0351406999976341,0.2899273341465577,-0.3506026540045628,Z2,"{""type"":""Polygon"",""coordinates"":[[[73.77799847097619,18.37999983718417],[73.77799847097619,18.44999881228124],[73.76400143465389,18.449998826992502],[73.76400143465389,18.379999871170828],[73.77799847097619,18.37999983718417]]]}",mumbai_features,0.5391288577607508,0.7418143657287004,0.7977336042576202,0.3268573890180534,Medium,0.6364104112637804,0.3635895887362196,0.5834071535880314,True
2,306.4986553961634,0.0781951291976986,0.3215756189900838,-0.428079017951993,Z3,"{""type"":""Polygon"",""coordinates"":[[[73.79200009178608,18.379999818064455],[73.79200009178608,18.449998810126765],[73.77799847097619,18.44999881228124],[73.77799847097619,18.37999983718417],[73.79200009178608,18.379999818064455]]]}",mumbai_features,0.5978723322558107,0.7547901850897626,0.9280362165666419,0.20949346790018614,Medium,0.3143559810763267,0.6856440189236733,0.6647207360754098,False
3,307.36428307018565,0.0816902409341779,0.2873262291165163,-0.3976780006462065,Z4,"{""type"":""Polygon"",""coordinates"":[[[73.80600162611299,18.37999984629191],[73.80600162611299,18.449998851778787],[73.79200009178608,18.449998810126765],[73.79200009178608,18.379999818064455],[73.80600162611299,18.37999984629191]]]}",mumbai_features,0.5343008568833995,0.7841146083928523,0.9386140409168133,0.2555459981841346,Medium,0.5085706911647028,0.49142930883529723,0.6492617631193612,False
4,306.84295914129643,0.0773140435741899,0.2558767313224512,-0.3706488657844017,Z5,"{""type"":""Polygon"",""coordinates"":[[[73.81999876329446,18.37999981151146],[73.81999876329446,18.449998825719046],[73.80600162611299,18.449998851778787],[73.80600162611299,18.37999984629191],[73.81999876329446,18.37999981151146]]]}",mumbai_features,0.47592635789610244,0.7664539859017283,0.9253696440317322,0.29649068234558423,Medium,0.907566473926093,0.09243352607390698,0.5764786726915841,True
5,307.8570217285808,0.0932006583071872,0.288564622639955,-0.3890373546710832,Z6,"{""type"":""Polygon"",""coordinates"":[[[73.76400143465389,18.449998826992502],[73.76400143465389,18.519997779493778],[73.74999982887877,18.519997776503974],[73.74999982887877,18.449998844662662],[73.76400143465389,18.449998826992502]]]}",mumbai_features,0.536599481871093,0.8008068623840334,0.973449886620419,0.2686351526173484,Medium,0.24929222914887494,0.7507077708511251,0.7085173929362335,True
6,307.2802432830978,0.0689830142924738,0.2741804973223189,-0.3668236598192459,Z7,"{""type"":""Polygon"",""coordinates"":[[[73.77799847097619,18.44999881228124],[73.77799847097619,18.519997780706742],[73.76400143465389,18.519997779493778],[73.76400143465389,18.449998826992502],[73.77799847097619,18.44999881228124]]]}",mumbai_features,0.5099006101025919,0.7812676357684502,0.9001560969286868,0.3022852388823205,Medium,0.41038292303562973,0.5896170769643703,0.66506503195528,True
7,307.813049539871,0.0787584908234937,0.2475744796486849,-0.3418365516518402,Z8,"{""type"":""Polygon"",""coordinates"":[[[73.79200009178608,18.449998810126765],[73.79200009178608,18.519997792167175],[73.77799847097619,18.519997780706742],[73.77799847097619,18.44999881228124],[73.79200009178608,18.449998810126765]]]}",mumbai_features,0.4605162618400053,0.7993172391730542,0.9297412093601743,0.34013658918462514,Medium,0.7555511385430487,0.24444886145695133,0.6160117260182157,True
8,307.3566015104365,0.0405515620555434,0.2458187500335314,-0.3170050457394184,Z9,"{""type"":""Polygon"",""coordinates"":[[[73.80600162611299,18.449998851778787],[73.80600162611299,18.519997756013968],[73.79200009178608,18.519997792167175],[73.79200009178608,18.449998810126765],[73.80600162611299,18.449998851778787]]]}",mumbai_features,0.45725739146589445,0.7838543841457869,0.8141093749759624,0.37775222771821415,Medium,0.22879816549162246,0.7712018345083775,0.6973679289729269,True
9,306.1035119182399,0.0104087307979169,0.2561506872809024,-0.3098244735729224,Z10,"{""type"":""Polygon"",""coordinates"":[[[73.81999876329446,18.449998825719046],[73.81999876329446,18.519997823208755],[73.80600162611299,18.519997756013968],[73.80600162611299,18.449998851778787],[73.81999876329446,18.449998825719046]]]}",mumbai_features,0.4764348570118559,0.7414041128097026,0.722883228717986,0.3886296109921841,Medium,0.07697990982879299,0.923020090171207,0.6965941123415897,True
0,307.74779608402457,-0.0189090997135896,0.389384040067348,-0.4603693108740736,Z1,"{""type"":""Polygon"",""coordinates"":[[[78.89499980319687,20.999998146439335],[78.94000107382202,20.999998179744427],[78.94000107382202,21.149997884412073],[78.89499980319687,21.149997882613686],[78.8499985651889,21.149997847210482],[78.8499985651889,20.999998151078863],[78.89499980319687,20.999998146439335]]]}",nagpur_features,0.7237338844314372,0.7971066814255899,0.6341539162207549,0.16057899646278978,Medium,0.289751452913768,0.710248547086232,0.603271402231047,False
1,308.4150106162623,0.0124557737579982,0.3360946794582887,-0.4190325927015386,Z2,"{""type"":""Polygon"",""coordinates"":[[[78.98500002390028,20.99999819540813],[79.02999904725039,20.999998179043775],[79.02999904725039,21.14999787361377],[78.98500002390028,21.149997885893825],[78.94000107382202,21.149997884412073],[78.94000107382202,20.999998179744427],[78.98500002390028,20.99999819540813]]]}",nagpur_features,0.6248216618173681,0.8197095648181655,0.7290785273240349,0.22319731105180102,Medium,0.16122128725400442,0.8387787127459956,0.6722786832019552,False
2,307.73095569619045,0.0210788518787486,0.3114115065174459,-0.3798987395596802,Z3,"{""type"":""Polygon"",""coordinates"":[[[79.0750003605514,20.999998191851425],[79.12000160989884,20.99999817814699],[79.12000160989884,21.149997847685285],[79.0750003605514,21.149997909640067],[79.02999904725039,21.14999787361377],[79.02999904725039,20.999998179043775],[79.0750003605514,20.999998191851425]]]}",nagpur_features,0.5790063720701845,0.7965361882721752,0.7551759492653961,0.28247864821284385,Medium,0.9296976523425731,0.07030234765742693,0.524521132546999,True
