system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,ndvi_n,lst_n,ndbi_n,ndwi_n,tree_category,income_score,income_n,priority_score,water_ok,reason
2,300.7067866254519,0.0236737914096035,0.2589442697705588,-0.3108739323079528,Z3,"{""type"":""Polygon"",""coordinates"":[[[77.63999920457495,12.850001054279687],[77.63999920457495,13.00000076465603],[77.55999842006972,13.000000801424106],[77.55999842006972,12.85000107433432],[77.63999920457495,12.850001054279687]]]}",bangalore_features,0.48162012194935044,0.5585820269574274,0.7630294362570162,0.38703985398864,Medium,0.8324426408004217,0.16755735919957826,0.5044213720341558,True,"Low tree cover, Dense urban area"
7,299.0957844475929,-0.0719196993355942,0.223072094793602,-0.239457360314504,Z8,"{""type"":""Polygon"",""coordinates"":[[[88.37999820761097,22.575001758153544],[88.37999820761097,22.699999245337448],[88.32000105210311,22.699999263463233],[88.32000105210311,22.575001680691184],[88.37999820761097,22.575001758153544]]]}",kolkata_features,0.4150365391024512,0.5040069351212102,0.47371932820850704,0.4952241891187042,Medium,0.6375574713552131,0.3624425286447869,0.4955147580979302,True,Low tree cover
8,301.066734692591,-0.0315977137931587,0.3010572384771739,-0.3430683954153141,Z9,"{""type"":""Polygon"",""coordinates"":[[[77.197000875116,28.63999895940277],[77.24799957081777,28.639998953729645],[77.24799957081777,28.880001196125324],[77.197000875116,28.88000119154864],[77.14600216572963,28.88000119595669],[77.14600216572963,28.63999893985843],[77.197000875116,28.63999895940277]]]}",delhi_features,0.5597874575683088,0.570775802416187,0.5957523024526082,0.33827054892512115,Medium,0.6842330265121569,0.3157669734878431,0.49344689850650186,True,
2,306.7723914945717,-0.0309147104322554,0.3109937489027386,-0.3810773084379419,Z3,"{""type"":""Polygon"",""coordinates"":[[[75.89999999928615,22.599999422910066],[75.93999809268459,22.599999448644745],[75.93999809268459,22.799999063698277],[75.89999999928615,22.799999069259567],[75.86000188481238,22.79999904569321],[75.86000188481238,22.59999944486859],[75.89999999928615,22.599999422910066]]]}",indore_features,0.5782309577339572,0.7640634020443025,0.5978193864621998,0.2806933106232515,Medium,0.9394989415641891,0.060501058435810884,0.4912503517850555,True,High temperature
1,300.26641238392926,0.0424607505111111,0.2822783623444083,-0.3496545459612368,Z2,"{""type"":""Polygon"",""coordinates"":[[[77.55999842006972,12.85000107433432],[77.55999842006972,13.000000801424106],[77.48000214678166,13.000000740732588],[77.48000214678166,12.850001073044492],[77.55999842006972,12.85000107433432]]]}",bangalore_features,0.5249313370358668,0.5436636953724615,0.8198874621036469,0.328293616429082,Medium,0.9699098521619943,0.030090147838005676,0.4746083099725953,True,"Low tree cover, Dense urban area"
4,301.1566155194777,-0.0361663435576717,0.3068386620604915,-0.350283661802224,Z5,"{""type"":""Polygon"",""coordinates"":[[[77.29900055894986,28.400001242195735],[77.35000158492622,28.400001194276776],[77.35000158492622,28.639998935500326],[77.29900055894986,28.63999898298557],[77.24799957081777,28.639998953729645],[77.24799957081777,28.40000126643822],[77.29900055894986,28.400001242195735]]]}",delhi_features,0.5705185575470563,0.5738206489403403,0.5819255161254097,0.32734060962579786,Medium,0.9656320330745594,0.03436796692544064,0.43372795481228804,True,
1,298.43317224971133,-0.0789171210392961,0.3732662252228712,-0.3776021691381901,Z2,"{""type"":""Polygon"",""coordinates"":[[[88.32000105210311,22.449999783717576],[88.32000105210311,22.575001680691184],[88.25999933223706,22.57500170540009],[88.25999933223706,22.44999972401687],[88.32000105210311,22.449999783717576]]]}",kolkata_features,0.6938170516579133,0.4815599626414813,0.4525418943332755,0.2859575738626365,Medium,0.6232981268275579,0.3767018731724421,0.4268707765612124,True,
8,298.3783190993432,-0.0290153230114455,0.3324170550666447,-0.3462358765131256,Z9,"{""type"":""Polygon"",""coordinates"":[[[88.4399998642475,22.575001760461625],[88.4399998642475,22.699999234974616],[88.37999820761097,22.699999245337448],[88.37999820761097,22.575001758153544],[88.4399998642475,22.575001760461625]]]}",kolkata_features,0.6179954961745515,0.4797017306912138,0.6035678111264398,0.33347233715103575,Medium,0.8872127425763265,0.11278725742367346,0.4142721732590351,True,
3,284.2180033423767,0.0099696110572592,0.2813215324850609,-0.3205579920567454,Z4,"{""type"":""Polygon"",""coordinates"":[[[81.02999956757874,26.75000011534578],[81.02999956757873,26.89999975476672],[80.96000057984199,26.89999979293399],[80.96000057984199,26.75000008157383],[81.02999956757874,26.75000011534578]]]}",lucknow_features,0.5231553320891033,0.0,0.7215542493217368,0.37237009967196616,Medium,0.5612771975694962,0.43872280243050377,0.40179408829043367,True,"Low tree cover, Dense urban area"
4,297.1804630272605,-0.228445458225872,0.3949447033514586,-0.3468879838815704,Z5,"{""type"":""Polygon"",""coordinates"":[[[88.50000159499916,22.449999777707202],[88.50000159499916,22.575001735114373],[88.4399998642475,22.575001760461625],[88.4399998642475,22.449999784677345],[88.50000159499916,22.449999777707202]]]}",kolkata_features,0.7340552235947058,0.4391225768955543,0.0,0.3324845019732973,Medium,0.3109823217156622,0.6890176782843378,0.3941191626050147,True,Low income area
1,,-0.0228354501176471,0.3163220085962704,-0.3748725858612037,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.300000995971626],[80.31999916095003,26.42499845774166],[80.26000200905669,26.42499845339686],[80.26000200905669,26.30000096105001],[80.31999916095003,26.300000995971626]]]}",kanpur_features,0.5881209245665221,,0.6222709642458972,0.2900924426159282,Medium,0.1987156815341724,0.8012843184658276,,True,Low income area
2,,-0.0183450560980285,0.3094675422450516,-0.3630110586568988,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.300000925250615],[80.38000085238967,26.42499852504799],[80.31999916095003,26.42499845774166],[80.31999916095003,26.300000995971626],[80.38000085238967,26.300000925250615]]]}",kanpur_features,0.5753981128479453,,0.6358609730306899,0.30806070122042417,Medium,0.005522117123602399,0.9944778828763976,,True,Low income area
3,,-0.027929027733828,0.3395213639538591,-0.3812431502643217,Z4,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.300000960385034],[80.43999805042311,26.42499850779653],[80.38000085238967,26.42499852504799],[80.38000085238967,26.300000925250615],[80.43999805042311,26.300000960385034]]]}",kanpur_features,0.6311820492526871,,0.6068554429692584,0.2804420875916378,Medium,0.8154614284548342,0.18453857154516584,,True,
4,,-0.0396552515790009,0.3546747334238757,-0.3909399589330579,Z5,"{""type"":""Polygon"",""coordinates"":[[[80.49999972911418,26.300001008625983],[80.49999972911418,26.42499849395884],[80.43999805042311,26.42499850779653],[80.43999805042311,26.300000960385034],[80.49999972911418,26.300001008625983]]]}",kanpur_features,0.6593087416588389,,0.5713664670860505,0.26575302076262647,Medium,0.7068573438476171,0.2931426561523829,,True,
5,,-0.0054966919369227,0.2906766080513591,-0.3420629774948486,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.26000200905669,26.42499845339686],[80.26000200905669,26.55000049531221],[80.20000032259412,26.550000475409632],[80.20000032259412,26.42499849824685],[80.26000200905669,26.42499845339686]]]}",kanpur_features,0.5405196109321828,,0.6747460644183882,0.33979359135375226,Medium,0.7290071680409873,0.2709928319590127,,True,"Low tree cover, Dense urban area"
6,,-0.0363492375131021,0.2939175039658609,-0.324395507376565,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.31999916095003,26.42499845774166],[80.31999916095003,26.55000046314648],[80.26000200905669,26.55000049531221],[80.26000200905669,26.42499845339686],[80.31999916095003,26.42499845774166]]]}",kanpur_features,0.5465351497658338,,0.581371994441093,0.3665568964918387,Medium,0.7712703466859457,0.22872965331405426,,True,Low tree cover
7,,-0.0139782098845812,0.2949347524434442,-0.3372218594502537,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.38000085238967,26.42499852504799],[80.38000085238967,26.550000484178604],[80.31999916095003,26.55000046314648],[80.31999916095003,26.42499845774166],[80.38000085238967,26.42499852504799]]]}",kanpur_features,0.5484232997965068,,0.649077069022112,0.347127087240235,Medium,0.07404465173409036,0.9259553482659096,,True,"Low tree cover, Low income area"
8,,-0.0189028945520869,0.3173814404307591,-0.3649624533963576,Z9,"{""type"":""Polygon"",""coordinates"":[[[80.43999805042311,26.42499850779653],[80.43999805042311,26.550000497810995],[80.38000085238967,26.550000484178604],[80.38000085238967,26.42499852504799],[80.43999805042311,26.42499850779653]]]}",kanpur_features,0.5900873725827808,,0.6341726959088989,0.3051046598343434,Medium,0.3584657285442726,0.6415342714557274,,True,Low income area
1,,-0.0097854745339001,0.33213696297171,-0.3647388987357044,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.89000159536415,26.750000033055173],[80.89000159536415,26.899999743379517],[80.81999817418624,26.8999997336134],[80.81999817418624,26.750000098778504],[80.89000159536415,26.750000033055173]]]}",lucknow_features,0.617475607563955,,0.6617662250291626,0.3054433082971989,Medium,0.713244787222995,0.286755212777005,,True,
2,,0.0009565698722711,0.2611764748485812,-0.2965317969129004,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.75000008157383],[80.96000057984199,26.89999979293399],[80.89000159536415,26.899999743379517],[80.89000159536415,26.750000033055173],[80.96000057984199,26.75000008157383]]]}",lucknow_features,0.4857633948855259,,0.6942766188183694,0.4087658251288039,Medium,0.7607850486168974,0.23921495138310256,,True,"Low tree cover, Dense urban area"
7,,-0.0158909508296583,0.3465248308899878,-0.3878666466178297,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.89999979293399],[80.96000057984199,27.049999427043492],[80.89000159536415,27.049999474082423],[80.89000159536415,26.899999743379517],[80.96000057984199,26.89999979293399]]]}",lucknow_features,0.6441814261027607,,0.6432882304184034,0.27040858235273607,Medium,0.42754101835854963,0.5724589816414504,,True,Low income area
