system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo
00000000000000000000,,-0.09120713490151552,0.47581925090505167,-0.4720205958403159,Z1,"{""type"":""Polygon"",""coordinates"":[[[80.81999817418624,26.750000098778504],[80.81999817418624,26.8999997336134],[80.74999921962282,26.8999997790171],[80.74999921962282,26.750000113394186],[80.81999817418624,26.750000098778504]]]}"
00000000000000000001,,-0.009785474533900183,0.33213696297171,-0.3647388987357044,Z2,"{""type"":""Polygon"",""coordinates"":[[[80.89000159536415,26.750000033055173],[80.89000159536415,26.899999743379517],[80.81999817418624,26.8999997336134],[80.81999817418624,26.750000098778504],[80.89000159536415,26.750000033055173]]]}"
00000000000000000002,,9.565698722711617E-4,0.26117647484858125,-0.29653179691290044,Z3,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.75000008157383],[80.96000057984199,26.89999979293399],[80.89000159536415,26.899999743379517],[80.89000159536415,26.750000033055173],[80.96000057984199,26.75000008157383]]]}"
00000000000000000003,284.2180033423767,0.009969611057259282,0.2813215324850609,-0.3205579920567454,Z4,"{""type"":""Polygon"",""coordinates"":[[[81.02999956757874,26.75000011534578],[81.02999956757873,26.89999975476672],[80.96000057984199,26.89999979293399],[80.96000057984199,26.75000008157383],[81.02999956757874,26.75000011534578]]]}"
00000000000000000004,300.019704011001,-0.034485371689897584,0.3865237278082231,-0.4054023467041722,Z5,"{""type"":""Polygon"",""coordinates"":[[[81.0999985185246,26.750000070661834],[81.0999985185246,26.89999974348942],[81.02999956757873,26.89999975476672],[81.02999956757874,26.75000011534578],[81.0999985185246,26.750000070661834]]]}"
00000000000000000005,,-0.10588387585740011,0.5268726534264742,-0.5117675987625884,Z6,"{""type"":""Polygon"",""coordinates"":[[[80.81999817418624,26.8999997336134],[80.81999817418624,27.049999486603028],[80.74999921962282,27.049999482505406],[80.74999921962282,26.8999997790171],[80.81999817418624,26.8999997336134]]]}"
00000000000000000006,,-0.04807603731039116,0.4249883654160282,-0.4473921588516877,Z7,"{""type"":""Polygon"",""coordinates"":[[[80.89000159536415,26.899999743379517],[80.89000159536415,27.049999474082423],[80.81999817418624,27.049999486603028],[80.81999817418624,26.8999997336134],[80.89000159536415,26.899999743379517]]]}"
00000000000000000007,,-0.015890950829658305,0.34652483088998787,-0.38786664661782977,Z8,"{""type"":""Polygon"",""coordinates"":[[[80.96000057984199,26.89999979293399],[80.96000057984199,27.049999427043492],[80.89000159536415,27.049999474082423],[80.89000159536415,26.899999743379517],[80.96000057984199,26.89999979293399]]]}"
00000000000000000008,,-0.03424912915337593,0.3832534256672218,-0.4110677619798271,Z9,"{""type"":""Polygon"",""coordinates"":[[[81.02999956757873,26.89999975476672],[81.02999956757874,27.04999948654371],[80.96000057984199,27.049999427043492],[80.96000057984199,26.89999979293399],[81.02999956757873,26.89999975476672]]]}"
00000000000000000009,295.3472443500696,-0.06611015373077422,0.4046643011296399,-0.4181272291069308,Z10,"{""type"":""Polygon"",""coordinates"":[[[81.0999985185246,26.89999974348942],[81.0999985185246,27.0499995001678],[81.02999956757874,27.04999948654371],[81.02999956757873,26.89999975476672],[81.0999985185246,26.89999974348942]]]}"
